18926,17184
18931,952
18941,176
18943,6568
18945,19792
18947,7880
18965,2040
18980,3368
18981,2848
18993,17192
19012,6248
19023,12168
19039,7072
19056,19312
19071,11728
19080,2984
19119,464
19132,1488
19138,8800
19140,12800
19142,19560
19152,18888
19155,5136
19157,17720
19205,5312
19207,14848
19210,2592
19215,19408
19224,17920
19227,9328
19238,11472
19264,14728
19265,8104
19280,15224
19283,2608
19287,18264
19294,10792
19297,12344
19317,6616
19318,19072
19342,8448
19345,4160
19348,4400
19349,3344
19353,1416
19354,8520
19358,2656
19371,9000
19389,2824
19392,8264
19397,1248
19402,18272
19410,2072
19411,11664
19414,14048
19418,5208
19428,19592
19445,16824
19459,7664
19464,12200
19480,2728
19486,19520
19491,1520
19496,4048
19505,8968
19529,15552
19541,3736
19554,9776
19559,1672
19560,4216
19561,13376
19562,480
19566,7344
19578,10488
19579,2384
19587,10760
19597,17432
19603,18560
19605,12600
19614,17736
19626,2008
19627,17152
19637,12112
19646,10624
19648,15128
19649,13400
19670,17464
19673,9480
19679,8688
19680,3240
19686,18632
19707,13336
19714,456
19721,14488
19725,4680
19734,15176
19735,5672
19739,5336
19755,6808
19756,17792
19762,16336
19770,16760
19775,11504
19779,11624
19789,19464
19791,13784
19797,13296
19800,904
19801,16936
19802,2792
19816,8600
19820,19368
19831,15328
19845,17680
19851,7968
19882,3072
19892,8336
19897,15040
19905,1552
19931,13608
19938,18640
19953,15392
19959,8032
19960,17944
19978,600
19981,2568
19989,10824
19991,3376
19996,6472
